,__id_left,__id_right,match_score,match_rank,course,g_course,city,g_city,state,g_state,country,g_country
5843,258_left,15016_right,0.7320995231835162,1,Glen Brook Golf Club,Glen Brook Country Club,Stroudsburg,Stroudsburg,Pennsylvania,Pennsylvania,US,US
5844,258_left,14402_right,-0.04556409895988169,2,Glen Brook Golf Club,Berwick Golf Club,Stroudsburg,Berwick,Pennsylvania,Pennsylvania,US,US
5845,258_left,44_right,-0.32685652312404734,3,Glen Brook Golf Club,Mountain Brook Club,Stroudsburg,Birmingham,Pennsylvania,Alabama,US,US
5846,258_left,14382_right,-0.33279983205451613,4,Glen Brook Golf Club,Whitetail Golf Club,Stroudsburg,Bath,Pennsylvania,Pennsylvania,US,US
5847,258_left,14464_right,-0.3378987473948009,5,Glen Brook Golf Club,Cumberland Golf Club,Stroudsburg,Carlisle,Pennsylvania,Pennsylvania,US,US
5991,259_left,2367_right,1.1048464618479146,1,Mohegan Sun Golf Club,Mohegan Sun Golf Club,Baltic,Baltic,Connecticut,Connecticut,US,US
5992,260_left,2767_right,1.2546573180904461,1,Legacy Golf Club at Lakewood Ranch,Legacy Golf Club at Lakewood Ranch,Bradenton,Bradenton,Florida,Florida,US,US
5993,261_left,3611_right,0.8291536187941984,1,Innisbrook Golf and Spa - Copperhead,Innisbrook Golf Resort - Copperhead,Palm Harbor,Palm Harbor,Florida,Florida,US,US
5994,261_left,3374_right,-0.6134405854496967,2,Innisbrook Golf and Spa - Copperhead,Glen Eagle Golf and Country Club,Palm Harbor,Naples,Florida,Florida,US,US
5995,261_left,3485_right,-0.6171098041695304,3,Innisbrook Golf and Spa - Copperhead,Adena Golf and Country Club,Palm Harbor,Ocala,Florida,Florida,US,US
5996,261_left,3276_right,-0.6424320656591848,4,Innisbrook Golf and Spa - Copperhead,Cheval Golf and Country Club,Palm Harbor,Lutz,Florida,Florida,US,US
5997,261_left,2877_right,-0.6524663988479842,5,Innisbrook Golf and Spa - Copperhead,Davie Golf and Country Club,Palm Harbor,Davie,Florida,Florida,US,US
6124,262_left,15865_right,0.7499510611758649,1,Greystone Golf Club,Greystone Golf Club,Dickson,Dickson,Tennessee,Tennessee,US,US
6125,263_left,16019_right,0.7780061646711255,1,Gaylord Springs Golf Club,Gaylord Springs Golf Links,Nashville,Nashville,Tennessee,Tennessee,US,US
6126,263_left,15838_right,-0.33264931214046906,2,Gaylord Springs Golf Club,Stoneybrook Golf Club,Nashville,Columbia,Tennessee,Tennessee,US,US
6127,263_left,15787_right,-0.333355622109467,3,Gaylord Springs Golf Club,Concord Golf Club,Nashville,Chattanooga,Tennessee,Tennessee,US,US
6128,263_left,15799_right,-0.333355622109467,4,Gaylord Springs Golf Club,Concord Golf Club,Nashville,Chattanooga,Tennessee,Tennessee,US,US
6129,263_left,15760_right,-0.3355131330973555,5,Gaylord Springs Golf Club,Ridgewood Golf Club,Nashville,Athens,Tennessee,Tennessee,US,US
6274,264_left,16085_right,0.4101826835438271,1,Legacy Golf Course,The Legacy,Springfield,Springfield,Tennessee,Tennessee,US,US
6275,264_left,15767_right,-0.13834044024109907,2,Legacy Golf Course,Tri Cities Golf Course - Lakes,Springfield,Blountville,Tennessee,Tennessee,US,US
6276,264_left,15774_right,-0.14987684453442335,3,Legacy Golf Course,Cedars Golf Course,Springfield,Bristol,Tennessee,Tennessee,US,US
6277,264_left,15841_right,-0.176904672405893,4,Legacy Golf Course,Ironwood Golf Course,Springfield,Cookeville,Tennessee,Tennessee,US,US
6278,264_left,15784_right,-0.19554827276946007,5,Legacy Golf Course,Brainerd Golf Course,Springfield,Chattanooga,Tennessee,Tennessee,US,US
6420,265_left,15779_right,0.8455147906072918,1,Montgomery Bell Golf Course,Montgomery Bell State Park Golf Course,Burns,Burns,Tennessee,Tennessee,US,US
6421,265_left,15791_right,0.8455147906072918,2,Montgomery Bell Golf Course,Montgomery Bell State Park Golf Course,Burns,Burns,Tennessee,Tennessee,US,US
6422,266_left,16044_right,0.2896676860145094,1,President's Reserve,Hermitage Golf Course - President's Reserve,Hermitage,Old Hickory,Tennessee,Tennessee,US,US
6423,267_left,15876_right,0.7577820556018131,1,Cheekwood Golf Club,Cheekwood Golf Club,Franklin,Franklin,Tennessee,Tennessee,US,US
6424,268_left,16076_right,0.9818100510042631,1,Smyrna Golf Course,Smyrna Municipal Golf Course,Smyrna,Smyrna,Tennessee,Tennessee,US,US
6425,268_left,16077_right,0.8855393345140882,2,Smyrna Golf Course,Smyrna Municipal Golf Course - Executive,Smyrna,Smyrna,Tennessee,Tennessee,US,US
6426,269_left,15877_right,0.9533664197127052,1,Franklin Bridge Golf Club,Franklin Bridge Golf Club,Franklin,Franklin,Tennessee,Tennessee,US,US
6427,270_left,16020_right,1.1166007108027876,1,Harpeth Hills Golf Course,Harpeth Hills Golf Course,Nashville,Nashville,Tennessee,Tennessee,US,US
6428,271_left,15782_right,1.0473263559176549,1,Henry Horton Golf Course,Henry Horton State Park Golf Course,Chapel Hill,Chapel Hill,Tennessee,Tennessee,US,US
6429,271_left,15794_right,1.0473263559176549,2,Henry Horton Golf Course,Henry Horton State Park Golf Course,Chapel Hill,Chapel Hill,Tennessee,Tennessee,US,US
6430,272_left,15391_right,1.4746051429374487,1,Osprey Point at Kiawah Island,Osprey Point Golf Course at Kiawah Island Resort,Kiawah Island,Kiawah Island,South Carolina,South Carolina,US,US
6431,273_left,15396_right,1.486598222215014,1,Turtle Point at Kiawah Island,Turtle Point Golf Course at Kiawah Island Resort,Kiawah Island,Kiawah Island,South Carolina,South Carolina,US,US
6432,274_left,15390_right,1.4172768806188378,1,Oak Point at Kiawah Island,Oak Point Golf Course at Kiawah Island Resort,Kiawah Island,Kiawah Island,South Carolina,South Carolina,US,US
6433,275_left,15394_right,1.3649371524459375,1,Ocean Course at Kiawah Island,The Ocean Course at Kiawah Island Resort,Kiawah Island,Kiawah Island,South Carolina,South Carolina,US,US
6434,276_left,15377_right,1.5299898219097787,1,Cougar Point at Kiawah Island,Cougar Point Golf Club at Kiawah Island Resort,Kiawah Island,Kiawah Island,South Carolina,South Carolina,US,US
6435,276_left,15389_right,1.5299898219097787,2,Cougar Point at Kiawah Island,Cougar Point Golf Club at Kiawah Island Resort,Kiawah Island,Kiawah Island,South Carolina,South Carolina,US,US
6436,277_left,10944_right,1.271168156198879,1,Galloping Hill Golf Course,Galloping Hill Golf Course - Nine Hole,Kenilworth,Kenilworth,New Jersey,New Jersey,US,US
6437,277_left,10943_right,1.26130719613294,2,Galloping Hill Golf Course,Galloping Hill Golf Course - Eighteen Hole,Kenilworth,Kenilworth,New Jersey,New Jersey,US,US
6438,278_left,10920_right,1.0222846107858599,1,Royce Brook East,Royce Brook Golf Club - East,Hillsborough,Hillsborough Township,New Jersey,New Jersey,US,US
6439,278_left,10932_right,1.0222846107858599,2,Royce Brook East,Royce Brook Golf Club - East,Hillsborough,Hillsborough Township,New Jersey,New Jersey,US,US
6440,279_left,2448_right,0.4041981024671078,1,Indian Springs Golf Club,Indian Springs Golf Club,Middletown,Middlefield,Connecticut,Connecticut,US,US
6441,280_left,10910_right,0.9733187291985448,1,Ballyowen Golf Club,Ballyowen Golf Club,Hamburg,Hamburg,New Jersey,New Jersey,US,US
6442,280_left,10922_right,0.9733187291985448,2,Ballyowen Golf Club,Ballyowen Golf Club,Hamburg,Hamburg,New Jersey,New Jersey,US,US
6443,281_left,11357_right,0.6563449522874725,1,Clearview Park Golf Course,Clearview Park Golf Course,New York,Bayside,New York,New York,US,US
6444,282_left,11076_right,1.3669127466299997,1,Sunset Valley Golf Course,Sunset Valley Golf Course,Pompton Plains,Pompton Plains,New Jersey,New Jersey,US,US
6445,283_left,2616_right,0.8661701769199683,1,Rock Manor,Rock Manor Golf Club,Wilmington,Wilmington,Delaware,Delaware,US,US
6446,284_left,7481_right,1.226593153742103,1,Bulle Rock Golf Course,Bulle Rock Golf Club,Havre de Grace,Havre de Grace,Maryland,Maryland,US,US
6447,284_left,7493_right,1.226593153742103,2,Bulle Rock Golf Course,Bulle Rock Golf Club,Havre de Grace,Havre de Grace,Maryland,Maryland,US,US
6448,284_left,7476_right,-0.23561767271852896,3,Bulle Rock Golf Course,Black Rock Golf Course,Havre de Grace,Hagerstown,Maryland,Maryland,US,US
6449,284_left,7488_right,-0.23561767271852896,4,Bulle Rock Golf Course,Black Rock Golf Course,Havre de Grace,Hagerstown,Maryland,Maryland,US,US
6450,284_left,7459_right,-0.3287618043101877,5,Bulle Rock Golf Course,Rocky Point Golf Course,Havre de Grace,Essex,Maryland,Maryland,US,US
6593,285_left,2405_right,1.2434917128146534,1,Fairchild-Wheeler - Red Course,D. Fairchild Wheeler Golf Course - Red,Fairfield,Fairfield,Connecticut,Connecticut,US,US
6594,286_left,10603_right,0.2862767082719425,1,Desert Pines Golf Course,Eagle Crest Golf Course,Las Vegas,Las Vegas,Nevada,Nevada,US,US
6595,286_left,10645_right,0.2264795196534733,2,Desert Pines Golf Course,Shadow Creek Golf Course,Las Vegas,North Las Vegas,Nevada,Nevada,US,US
6596,286_left,10612_right,0.20967893479700364,3,Desert Pines Golf Course,Los Prados Golf Course,Las Vegas,Las Vegas,Nevada,Nevada,US,US
6597,286_left,10608_right,0.1467710153193899,4,Desert Pines Golf Course,Las Vegas National Golf Course,Las Vegas,Las Vegas,Nevada,Nevada,US,US
6598,286_left,10644_right,0.08083573915110799,5,Desert Pines Golf Course,North Las Vegas Golf Course,Las Vegas,North Las Vegas,Nevada,Nevada,US,US
6639,287_left,10598_right,1.199102398615305,1,Bali Hai Golf Club,Bali Hai Golf Club,Las Vegas,Las Vegas,Nevada,Nevada,US,US
6640,288_left,10611_right,1.6621649384589987,1,Las Vegas Paiute Golf Resort - Wolf,Las Vegas Paiute Resort - Wolf Course,Las Vegas,Las Vegas,Nevada,Nevada,US,US
6641,288_left,10631_right,-0.6836273891584217,2,Las Vegas Paiute Golf Resort - Wolf,Mojave Resort Golf Club,Las Vegas,Laughlin,Nevada,Nevada,US,US
6642,288_left,1424_right,-0.8132952166998165,3,Las Vegas Paiute Golf Resort - Wolf,Sea Pines Golf Resort,Las Vegas,Los Osos,Nevada,California,US,US
6643,288_left,1436_right,-0.8132952166998165,4,Las Vegas Paiute Golf Resort - Wolf,Sea Pines Golf Resort,Las Vegas,Los Osos,Nevada,California,US,US
6644,288_left,1566_right,-0.8797608272203328,5,Las Vegas Paiute Golf Resort - Wolf,Desert Willow Golf Resort - Firecliff,Las Vegas,Palm Desert,Nevada,California,US,US
6760,289_left,8494_right,1.1838775432861233,1,Boyne Highlands - Heather,Boyne Highlands Resort - The Heather,Harbor Springs,Harbor Springs,Michigan,Michigan,US,US
6761,290_left,8492_right,1.4244888430035565,1,Boyne Highlands - Arthur Hills,Boyne Highlands Resort - Arthur Hills,Harbor Springs,Harbor Springs,Michigan,Michigan,US,US
6762,291_left,2462_right,1.2561792603164623,1,The Course at Yale,The Course at Yale,New Haven,New Haven,Connecticut,Connecticut,US,US
6763,292_left,2565_right,0.8071271045661101,1,Longshore Golf Club,Westport Longshore Golf Club,Westport,Westport,Connecticut,Connecticut,US,US
6764,293_left,15480_right,0.369737964119319,1,The Legends Golf Resort: Parkland,The Wizard Golf Course,Myrtle Beach,Myrtle Beach,South Carolina,South Carolina,US,US
6765,293_left,15478_right,0.27636967916807187,2,The Legends Golf Resort: Parkland,The Dunes Golf and Beach Club,Myrtle Beach,Myrtle Beach,South Carolina,South Carolina,US,US
6766,293_left,15479_right,0.13889598972019795,3,The Legends Golf Resort: Parkland,The Dunes Golf and Beach Club - Alt,Myrtle Beach,Myrtle Beach,South Carolina,South Carolina,US,US
6767,294_left,15480_right,0.25133964901156625,1,The Legends Golf Resort: Moorland,The Wizard Golf Course,Mrytle Beach,Myrtle Beach,South Carolina,South Carolina,US,US
6768,294_left,15478_right,0.15797136406031914,2,The Legends Golf Resort: Moorland,The Dunes Golf and Beach Club,Mrytle Beach,Myrtle Beach,South Carolina,South Carolina,US,US
6769,294_left,15479_right,0.02049767461244523,3,The Legends Golf Resort: Moorland,The Dunes Golf and Beach Club - Alt,Mrytle Beach,Myrtle Beach,South Carolina,South Carolina,US,US
6770,295_left,15480_right,0.24546994037637684,1,The Legends Golf Resort: Heathlands,The Wizard Golf Course,Mrytle Beach,Myrtle Beach,South Carolina,South Carolina,US,US
6771,295_left,15478_right,0.15210165542512977,2,The Legends Golf Resort: Heathlands,The Dunes Golf and Beach Club,Mrytle Beach,Myrtle Beach,South Carolina,South Carolina,US,US
6772,295_left,15479_right,0.014627965977255858,3,The Legends Golf Resort: Heathlands,The Dunes Golf and Beach Club - Alt,Mrytle Beach,Myrtle Beach,South Carolina,South Carolina,US,US
6773,296_left,15481_right,0.1397114872186353,1,Grand Dunes Resort Course,Whispering Pines Golf Course,Mrytle Beach,Myrtle Beach,South Carolina,South Carolina,US,US
6774,296_left,15480_right,0.11774013681910102,2,Grand Dunes Resort Course,The Wizard Golf Course,Mrytle Beach,Myrtle Beach,South Carolina,South Carolina,US,US
6775,296_left,15492_right,0.02052683406213287,3,Grand Dunes Resort Course,Azalea Sands Golf Course,Mrytle Beach,North Myrtle Beach,South Carolina,South Carolina,US,US
6776,296_left,15498_right,-0.05628233428710473,4,Grand Dunes Resort Course,Possum Trot Golf Course,Mrytle Beach,North Myrtle Beach,South Carolina,South Carolina,US,US
6777,296_left,15465_right,-0.07600949317308191,5,Grand Dunes Resort Course,Man O' War Golf Course,Mrytle Beach,Myrtle Beach,South Carolina,South Carolina,US,US
6781,297_left,15481_right,0.33963347739714334,1,Beachwood Golf Course,Whispering Pines Golf Course,Mrytle Beach,Myrtle Beach,South Carolina,South Carolina,US,US
6782,297_left,15480_right,0.3176621269976091,2,Beachwood Golf Course,The Wizard Golf Course,Mrytle Beach,Myrtle Beach,South Carolina,South Carolina,US,US
6783,297_left,15492_right,0.2204488242406409,3,Beachwood Golf Course,Azalea Sands Golf Course,Mrytle Beach,North Myrtle Beach,South Carolina,South Carolina,US,US
6784,297_left,15498_right,0.14363965589140332,4,Beachwood Golf Course,Possum Trot Golf Course,Mrytle Beach,North Myrtle Beach,South Carolina,South Carolina,US,US
6785,297_left,15465_right,0.12391249700542616,5,Beachwood Golf Course,Man O' War Golf Course,Mrytle Beach,Myrtle Beach,South Carolina,South Carolina,US,US
6788,298_left,11682_right,0.7094880471828058,1,Apple Greens Golf Course,Apple Greens Golf Course - East & Two,Highland,Highland Twn,New York,New York,US,US
6789,298_left,11685_right,0.7094880471828058,2,Apple Greens Golf Course,Apple Greens Golf Course - Two & East,Highland,Highland Twn,New York,New York,US,US
6790,298_left,11681_right,0.7028356353526324,3,Apple Greens Golf Course,Apple Greens Golf Course - East & One,Highland,Highland Twn,New York,New York,US,US
6791,298_left,11683_right,0.7028356353526324,4,Apple Greens Golf Course,Apple Greens Golf Course - One & East,Highland,Highland Twn,New York,New York,US,US
6792,298_left,11684_right,0.6626507607395005,5,Apple Greens Golf Course,Apple Greens Golf Course - One & Two,Highland,Highland Twn,New York,New York,US,US
6794,299_left,11879_right,1.0413648169122591,1,Mohonk Golf Course,Mohonk Mountain House Golf Course,New Paltz,New Paltz,New York,New York,US,US
6795,300_left,1625_right,1.2623409590965795,1,Pebble Beach Golf Links,Pebble Beach Golf Links - Golf Links,Pebble Beach,Pebble Beach,California,California,US,US
6796,300_left,1626_right,0.76403948528291,2,Pebble Beach Golf Links,Pebble Beach Golf Links - Peter Hay Par Three,Pebble Beach,Pebble Beach,California,California,US,US
6797,301_left,14143_right,0.6124357276569484,1,Pacific Dunes,Bandon Dunes Golf Resort - Pacific Dunes,Bandon,Bandon,Oregon,Oregon,US,US
6798,302_left,18609_right,0.43726160080923043,1,Whistling Straits Golf Club (Straits),Whistling Straits - The Straits,Kohler,Sheboygan,Wisconsin,Wisconsin,US,US
6799,302_left,18608_right,0.30511127279027356,2,Whistling Straits Golf Club (Straits),Whistling Straits - The Irish,Kohler,Sheboygan,Wisconsin,Wisconsin,US,US
6800,302_left,18186_right,-0.16616319554438758,3,Whistling Straits Golf Club (Straits),Clear Lake Golf Club,Kohler,Clear Lake,Wisconsin,Wisconsin,US,US
6801,302_left,18231_right,-0.20482452438112636,4,Whistling Straits Golf Club (Straits),Pine Meadow Golf Club,Kohler,Eau Claire,Wisconsin,Wisconsin,US,US
6802,302_left,60_right,-0.3589190018046633,5,Whistling Straits Golf Club (Straits),Timberline Golf Club,Kohler,Calera,Wisconsin,Alabama,US,US
6947,303_left,15394_right,1.8203567971886865,1,The Ocean Course at Kiawah Island Resort,The Ocean Course at Kiawah Island Resort,Kiawah Island,Kiawah Island,South Carolina,South Carolina,US,US
6948,304_left,10645_right,1.2083365834104336,1,Shadow Creek,Shadow Creek Golf Course,North Las Vegas,North Las Vegas,Nevada,Nevada,US,US
6949,305_left,12684_right,0.8763804674389584,1,Pinehurst Resort (No. 2),Pinehurst Resort - #2,Pinehurst,Pinehurst,North Carolina,North Carolina,US,US
6950,306_left,14139_right,0.7362064354099193,1,Bandon Dunes,Bandon Dunes Golf Resort - Bandon Dunes,Bandon,Bandon,Oregon,Oregon,US,US
6951,306_left,14141_right,0.6238436681839991,2,Bandon Dunes,Bandon Dunes Golf Resort - Bandon Trails,Bandon,Bandon,Oregon,Oregon,US,US
6952,306_left,14140_right,0.6213736108333874,3,Bandon Dunes,Bandon Dunes Golf Resort - Bandon Preserve,Bandon,Bandon,Oregon,Oregon,US,US
6953,306_left,14143_right,0.6002579956474012,4,Bandon Dunes,Bandon Dunes Golf Resort - Pacific Dunes,Bandon,Bandon,Oregon,Oregon,US,US
6954,306_left,14144_right,0.4985952643079677,5,Bandon Dunes,Bandon Dunes Golf Resort - Sheep Ranch,Bandon,Bandon,Oregon,Oregon,US,US
6956,307_left,11578_right,1.339521709013812,1,Bethpage State Park (Black),Bethpage State Park Golf Course - The Black,Farmingdale,Farmingdale,New York,New York,US,US
6957,308_left,18259_right,0.9600735946388297,1,Erin Hills Golf Course,Erin Hills Golf Course,Erin,Erin,Wisconsin,Wisconsin,US,US
6958,309_left,1628_right,1.1743072673336052,1,Spyglass Hill Golf Course,Spyglass Hill Golf Course,Pebble Beach,Pebble Beach,California,California,US,US
6959,310_left,3686_right,1.206869786503852,1,TPC Sawgrass (Players Stadium),TPC at Sawgrass - Stadium,Ponde Vedra Beach,Ponte Vedra Beach,Florida,Florida,US,US
6960,310_left,3687_right,0.6966520348378554,2,TPC Sawgrass (Players Stadium),TPC at Sawgrass - Valley,Ponde Vedra Beach,Ponte Vedra Beach,Florida,Florida,US,US
6961,311_left,14142_right,0.5281563369169799,1,Old Macdonald,Bandon Dunes Golf Resort - Old Macdonald,Bandon,Bandon,Oregon,Oregon,US,US
6962,312_left,14141_right,0.6710210175882558,1,Bandon Trails,Bandon Dunes Golf Resort - Bandon Trails,Bandon,Bandon,Oregon,Oregon,US,US
6963,313_left,8087_right,0.9336358861706854,1,Arcadia Bluffs Golf Club (Bluffs),Arcadia Bluffs Golf Course,Arcadia,Arcadia,Michigan,Michigan,US,US
6964,313_left,8088_right,0.8518645281068896,2,Arcadia Bluffs Golf Club (Bluffs),Arcadia Bluffs Golf Course - South Course,Arcadia,Arcadia,Michigan,Michigan,US,US
6965,313_left,8142_right,-0.3843680272218838,3,Arcadia Bluffs Golf Club (Bluffs),Harbour Club Golf Course,Arcadia,Belleville,Michigan,Michigan,US,US
6966,313_left,8056_right,-0.3848048518167586,4,Arcadia Bluffs Golf Club (Bluffs),Woodlawn Golf Club,Arcadia,Adrian,Michigan,Michigan,US,US
6967,313_left,8133_right,-0.3867379167160149,5,Arcadia Bluffs Golf Club (Bluffs),Ridgeview Golf Club,Arcadia,Belding,Michigan,Michigan,US,US
7112,314_left,14144_right,0.5974119371761039,1,Sheep Ranch,Bandon Dunes Golf Resort - Sheep Ranch,Bandon,Bandon,Oregon,Oregon,US,US
7113,315_left,18359_right,0.9920879459229327,1,Blackwolf Run (River),Blackwolf Run Golf Course - River,Kohler,Kohler,Wisconsin,Wisconsin,US,US
7114,316_left,1848_right,0.9777583516194005,1,Pasatiempo Golf Club,Pasatiempo Golf Club,Santa Cruz,Santa Cruz,California,California,US,US
7115,317_left,18489_right,0.8081033547056795,1,Sand Valley (Sand Valley),Sand Valley,Nekoosa,Nekoosa,Wisconsin,Wisconsin,US,US
7116,318_left,5766_right,1.8769459316825778,1,French Lick Resort (Pete Dye),French Lick Resort - Pete Dye Course,French Lick,French Lick,Indiana,Indiana,US,US
7117,319_left,2739_right,0.3018552773987105,1,Streamsong Resort (Red),Streamsong Golf Resort - Red Course,Streamsong,Bowling Green,Florida,Florida,US,US
7118,320_left,4687_right,0.7724291777321844,1,Manele Golf Course,Manele Golf Course,"Lanai City, Lanai",Lanai,Hawaii,Hawaii,US,US
7119,320_left,113_right,-0.30892113576818325,2,Manele Golf Course,Magnolia Springs Golf Course,"Lanai City, Lanai",Foley,Hawaii,Alabama,US,US
7120,320_left,68_right,-0.31632955432468673,3,Manele Golf Course,Magnolia Meadows Golf Course,"Lanai City, Lanai",Columbiana,Hawaii,Alabama,US,US
7121,320_left,1899_right,-0.35590330093791706,4,Manele Golf Course,North Golf Course,"Lanai City, Lanai",Sun City,Hawaii,California,US,US
7122,320_left,626_right,-0.37046763073882427,5,Manele Golf Course,South Golf Course,"Lanai City, Lanai",Sun City,Hawaii,Arizona,US,US
7264,321_left,17944_right,1.1400056180445013,1,Chambers Bay,Chambers Bay Golf Course,University Place,University Place,Washington,Washington,US,US
7265,322_left,4685_right,0.3900003128360432,1,Kapalua Resort (Plantation),The Kapalua Golf Resort - The Plantation Course,"Kapalua, Maui",Lahaina,Hawaii,Hawaii,US,US
7266,323_left,14089_right,0.9211656861082673,1,Karsten Creek Golf Club,Karsten Creek Golf Club,Stillwater,Stillwater,Oklahoma,Oklahoma,US,US
7267,324_left,15345_right,1.1442425672046457,1,Harbour Town Golf Links,Sea Pines Resort - Harbour Town Golf Links,Hilton Head Island,Hilton Head Island,South Carolina,South Carolina,US,US
7268,324_left,15357_right,1.1442425672046457,2,Harbour Town Golf Links,Sea Pines Resort - Harbour Town Golf Links,Hilton Head Island,Hilton Head Island,South Carolina,South Carolina,US,US
7269,325_left,2738_right,0.29772875679061156,1,Streamsong Resort (Blue),Streamsong Golf Resort - Blue Course,Streamsong,Bowling Green,Florida,Florida,US,US
7270,326_left,4666_right,0.12312934841311667,1,Mauna Kea Golf Course,Hapuna Golf Course,Kamuela,Kamuela,Hawaii,Hawaii,US,US
7271,327_left,17508_right,1.7426297284447974,1,The Highland Course at Primland Resort,The Highland Course at Primland,Meadows of Dan,Meadows of Dan,Virginia,Virginia,US,US
7272,327_left,17551_right,-0.5127749344975214,2,The Highland Course at Primland Resort,The Links at City Park Golf Course,Meadows of Dan,Portsmouth,Virginia,Virginia,US,US
7273,328_left,18488_right,1.1538322427762833,1,Mammoth Dunes,Mammoth Dunes,Nekoosa,Nekoosa,Wisconsin,Wisconsin,US,US
7274,329_left,9929_right,0.43068871488316696,1,Ozarks National at Big Cedar Lodge,Big Cedar Lodge - Mountain Top Course,Hollister,Hollister,Missouri,Missouri,US,US
7275,329_left,10046_right,-0.5149602982645821,2,Ozarks National at Big Cedar Lodge,The Deuce at The National,Hollister,Parkville,Missouri,Missouri,US,US
7276,329_left,9877_right,-0.7851193617184646,3,Ozarks National at Big Cedar Lodge,The Links at Columbia,Hollister,Columbia,Missouri,Missouri,US,US
7277,329_left,9875_right,-0.8418357810345974,4,Ozarks National at Big Cedar Lodge,The Club at Old Hawthorne,Hollister,Columbia,Missouri,Missouri,US,US
7278,329_left,9844_right,-0.8449764403740313,5,Ozarks National at Big Cedar Lodge,Club at Old Kinderhook,Hollister,Camdenton,Missouri,Missouri,US,US
7398,330_left,17454_right,0.8473253287922583,1,Omni Homestead (Cascades),The Homestead - Cascades,Hot Springs,Hot Springs,Virginia,Virginia,US,US
7399,330_left,17455_right,0.703981930709195,2,Omni Homestead (Cascades),The Homestead - Lower Cascades,Hot Springs,Hot Springs,Virginia,Virginia,US,US
7400,330_left,17456_right,0.3170346739403183,3,Omni Homestead (Cascades),The Homestead - Old Course,Hot Springs,Hot Springs,Virginia,Virginia,US,US
7401,331_left,12686_right,0.8874876234068044,1,Pinehurst Resort (No. 4),Pinehurst Resort - #4,Pinehurst,Pinehurst,North Carolina,North Carolina,US,US
7402,332_left,8898_right,1.1942143026622696,1,Forest Dunes Golf Club (Loop: Red/Black),Forest Dunes Golf Club - The Loop (Red),Roscommon,Roscommon,Michigan,Michigan,US,US
7403,333_left,3824_right,0.6969088516691795,1,Streamsong Resort (Black),Streamsong Golf Resort - Black Course 13 Right,Streamsong,Streamsong,Florida,Florida,US,US
7404,333_left,3823_right,0.6929722079332463,2,Streamsong Resort (Black),Streamsong Golf Resort - Black Course 13 Left,Streamsong,Streamsong,Florida,Florida,US,US
7405,334_left,9130_right,1.0506551841891913,1,The Quarry at Giants Ridge,Quarry at Giants Ridge Golf & Ski Resort,Biwabik,Biwabik,Minnesota,Minnesota,US,US
7406,334_left,9142_right,1.0506551841891913,2,The Quarry at Giants Ridge,Quarry at Giants Ridge Golf & Ski Resort,Biwabik,Biwabik,Minnesota,Minnesota,US,US
7407,334_left,9629_right,-0.33031527331096316,3,The Quarry at Giants Ridge,The Bridges Golf Club,Biwabik,Winona,Minnesota,Minnesota,US,US
7408,334_left,9571_right,-0.47646182425942557,4,The Quarry at Giants Ridge,The Vintage at Staples,Biwabik,Staples,Minnesota,Minnesota,US,US
7409,334_left,9424_right,-0.48062644881303557,5,The Quarry at Giants Ridge,The Crossings at Montevideo,Biwabik,Montevideo,Minnesota,Minnesota,US,US
7551,335_left,4543_right,1.5086331569481866,1,Sea Island Golf Club (Seaside),Sea Island Golf Club - Seaside,St. Simons Island,St Simons Island,Georgia,Georgia,US,US
7552,336_left,18119_right,2.090822663545798,1,The Greenbrier (Old White TPC),The Greenbrier - Old White TPC,White Sulphur Springs,White Sulphur Springs,West Virginia,West Virginia,US,US
7553,337_left,17703_right,1.030340734578356,1,Gamble Sands,Gamble Sands,Brewster,Brewster,Washington,Washington,US,US
7554,338_left,3252_right,1.284376483899609,1,Black Diamond Ranch (Quarry),Black Diamond Ranch - Quarry,Lecanto,Lecanto,Florida,Florida,US,US
7555,339_left,14150_right,0.4167281896724442,1,Prongorn Resort (Nicklaus),Golf Club at Pronghorn - Jack Nicklaus,Bend,Bend,Oregon,Oregon,US,US
7556,339_left,14291_right,-0.3392635023704577,2,Prongorn Resort (Nicklaus),Eagle Crest Resort - Resort,Bend,Redmond,Oregon,Oregon,US,US
7557,339_left,14269_right,-0.3491441287606813,3,Prongorn Resort (Nicklaus),Wildhorse Resort Golf Course,Bend,Pendleton,Oregon,Oregon,US,US
7558,339_left,14312_right,-0.3877668927238005,4,Prongorn Resort (Nicklaus),Sunriver Resort - Meadows,Bend,Sunriver,Oregon,Oregon,US,US
7559,339_left,14139_right,-0.40241521491080745,5,Prongorn Resort (Nicklaus),Bandon Dunes Golf Resort - Bandon Dunes,Bend,Bandon,Oregon,Oregon,US,US
7676,340_left,12878_right,0.05342353845335259,1,Fallen Oak at Beau Rivage Resort,Beau Rivage Resort & Golf Club,Biloxi,Wilmington,Mississippi,North Carolina,US,US
7677,340_left,9773_right,-0.13884030451506227,2,Fallen Oak at Beau Rivage Resort,Fallen Oak Golf Club,Biloxi,Saucier,Mississippi,Mississippi,US,US
7678,340_left,9653_right,-0.4994485175015553,3,Fallen Oak at Beau Rivage Resort,Bay Pointe Resort & Golf Club,Biloxi,Brandon,Mississippi,Mississippi,US,US
